qtid,semester_en,semester_kor,chapter_order,chapter_name,genre_order,genre_name,genre_subtitle,1,2,3,4,5,total_output_question,1,2,3,4,5,total_input_question
M1S1-06-11,3,5415573
M1S1-06-11,3,5415154
M1S1-06-12,3,5412043
M1S1-06-12,3,5411104
M1S1-06-12,3,5411294
HSU1-10-02,3,6064433
M1S1-06-13,3,5412254
M1S1-06-13,3,5414162
M1S1-06-14,3,5414787
M1S1-06-14,3,5415201
M1S1-06-14,3,5410404
M1S1-06-15,3,5416148
M1S1-06-15,3,5415647
M1S1-06-15,3,5410255
M1S1-06-16,3,5412974
M1S1-06-16,4,5412454
M1S1-06-16,3,5415870
M1S1-06-16,3,5412877
M1S1-06-16,4,5411513
M1S1-07-01,3,5410148
M1S1-07-02,3,5411396
M1S1-07-02,3,5414791
M1S1-07-03,3,5412496
M1S1-07-04,3,5411576
M1S1-07-04,3,5410847
M1S1-07-04,3,5412059
M1S1-07-04,3,5415872
M1S1-07-05,3,5410786
M1S1-07-06,3,5412922
M1S1-07-06,4,5416089
M1S1-07-08,3,5414452
M1S1-07-08,3,5410209
M1S1-07-08,3,5412111
EXEP-01-01,,5308636
M1S1-05-11,3,5410341
EXEP-01-01,,5349148
M2S1-06-12,3,5370195
H1S1-11-02,3,4985451
H1S1-12-10,3,4980032
H1S1-08-09,3,5998289
EXEP-01-01,4,5394048
HCAL-10-14,4,5394050
HCAL-09-10,5,5394051
HSU1-01-02,2,5395996
H1S2-02-01,2,5395997
HCAL-01-04,2,5395998
H1S2-04-16,3,5396000
HSU1-09-01,3,5396002
HCAL-01-12,3,5396003
H1S2-05-14,3,5396007
H1S2-03-16,3,5396008
HSU1-10-05,3,5396009
H1S2-04-19,3,5396010
H1S2-03-25,3,5396011
HSU1-02-13,3,5396012
HSU1-09-04,3,5396013
HSU2-01-07,4,5396014
HSU2-02-03,4,5396015
HCAL-01-08,4,5396017
HSU1-02-17,4,5396018
HSU1-02-04,4,5396019
M1S1-07-08,3,5412681
M1S1-07-09,3,5412355
H1S2-02-02,3,267667
H1S1-02-06,3,267668
H1S2-02-14,3,267669
HSU1-08-03,3,267670
H1S1-07-12,3,267671
H1S1-03-11,3,267672
H1S1-10-06,3,4978797
H1S1-08-19,3,267673
HSU1-07-01,1,5843187
M1S1-07-11,3,5411912
M1S1-07-11,3,5414206
H1S1-01-07,4,267674
HSU1-09-04,4,267675
HSU1-02-07,4,267676
M1S1-07-12,3,5412923
HSU1-11-11,4,267677
H1S1-11-16,4,267678
M1S1-07-13,3,5415649
H1S2-05-24,4,267679
H1S2-04-14,4,267680
M1S1-07-14,3,5410785
M1S1-07-14,3,5414126
HSU1-10-11,5,267681
H1S1-09-01,2,267682
H1S1-06-06,2,267683
M1S1-07-15,3,5413053
M1S1-07-15,3,5415389
HSU1-10-04,3,267684
M1S1-07-16,3,5412019
M1S1-07-16,3,5412952
HSU1-02-03,3,267685
M1S1-07-16,4,5410848
HSU1-01-13,4,267686
H1S1-02-11,4,267687
M1S1-07-17,3,5410426
M1S1-07-17,3,5415535
M1S1-07-18,3,5414333
H1S1-12-04,4,267688
M1S1-07-18,4,5414522
EXEP-01-01,4,267689
HSU1-04-19,3,5577223
M1S1-07-19,4,5414165
M1S1-07-19,3,5414583
M1S1-07-19,3,5414895
M1S1-07-19,4,5411300
H1S2-03-16,5,267690
M1S1-07-20,3,5410432
H1S1-01-01,2,267631
M1S1-08-01,3,5410343
H1S2-02-01,2,267632
M1S1-08-01,3,5412169
HSU1-01-05,2,267633
H1S1-02-06,3,267634
M1S1-08-03,3,5413219
M1S1-08-03,3,5410854
M1S1-08-03,3,5415298
M1S1-08-03,3,5413034
M1S1-08-04,3,5412113
M1S1-08-04,3,5413210
M1S1-08-04,3,5415299
M1S1-08-04,3,5414897
M1S1-08-04,3,5411338
HSU1-11-05,3,267635
M1S1-08-04,3,5415393
M1S1-08-05,4,5414587
M1S1-08-05,3,5412737
H1S1-09-07,3,267636
M1S1-08-05,3,5411913
M1S1-08-05,4,5410434
M1S1-08-08,3,5412373
H1S1-11-07,3,5998125
H1S1-06-10,3,267637
M1S1-09-02,3,5410290
H1S1-11-07,3,5998126
H1S2-05-16,3,267638
M1S1-09-03,3,5412621
M1S1-09-03,3,5415301
M1S1-09-03,3,5410192
M1S1-09-03,4,5415394
M1S1-09-03,3,5413213
M1S1-09-03,3,5412623
M1S1-09-04,3,5410433
H1S1-07-01,3,267639
M1S1-09-04,3,5410763
M1S1-09-04,2,5412898
M1S1-09-04,3,5410437
H1S1-11-08,3,5998128
M1S1-09-05,3,5410622
EXEP-01-01,3,267640
M1S1-09-05,3,5414131
M1S1-09-05,5,5414901
M1S1-09-05,5,5414104
H1S1-11-08,3,5998129
H1S2-06-15,3,267641
M1S1-09-08,4,5414105
M1S1-09-08,3,5410772
H1S1-11-15,1,5998130
H1S1-12-12,3,267642
H1S2-03-16,3,267643
H1S1-11-15,2,5998131
M1S1-09-09,3,5412625
H1S1-11-15,3,5998133
M1S1-09-09,4,5411520
M1S1-09-09,3,5413211
M1S1-09-09,3,5413116
H1S1-12-09,1,5998134
M1S1-09-10,3,5412174
M1S1-09-10,3,5412464
H1S1-03-10,4,267644
H1S2-02-14,4,267645
M1S1-09-10,4,5412114
H1S1-12-09,2,5998135
H1S1-12-09,3,5998136
HSU1-07-06,1,5843197
H1S1-12-12,2,5998139
M1S1-09-11,4,5415931
M1S1-09-12,3,5415525
M1S1-09-12,4,5415996
M1S1-09-13,3,5410716
M1S1-09-13,3,5412504
M1S1-09-13,3,5412601
M1S1-09-13,3,5415594
HSU1-11-11,4,267646
M1S1-09-13,3,5412717
M1S1-01-01,3,5411951
H1S1-12-03,4,267647
M1S1-01-03,3,5391139
M1S1-01-03,3,5413479
M1S1-01-03,3,5415600
M1S1-01-03,3,5410717
M1S1-01-03,3,5415161
M1S1-01-03,3,5410365
M1S1-01-03,3,5416059
M1S1-01-04,3,5415411
M1S1-01-05,3,5410722
M1S1-01-05,3,5391122
M1S1-01-05,5,5411623
M1S1-01-05,5,5410227
M1S1-01-06,2,5411759
M1S1-01-06,3,5410340
H1S1-12-12,2,5998140
M1S1-01-07,3,5393073
HSU1-09-09,4,267648
M1S1-02-02,3,5413158
M1S1-02-02,3,5413583
M1S1-02-03,3,5416061
M1S1-02-03,3,5413410
HSU1-06-12,3,6043220
M1S1-02-03,3,5393124
M1S1-02-04,4,5411363
H1S1-09-09,4,267649
M1S1-02-06,4,5414377
H1S1-12-12,3,5998142
M1S1-02-09,5,5416008
M1S1-02-13,5,5413871
H1S1-12-12,3,5998143
M1S1-02-14,4,5415798
M1S1-03-01,3,5391148
H1S1-05-15,1,5998144
M1S1-03-02,3,5413487
M1S1-03-02,3,5411631
M1S1-03-02,3,5415142
EXEP-01-01,3,5369401
M1S1-03-03,4,5414276
M1S1-03-03,4,5413794
M1S1-03-03,3,5413540
M1S1-03-04,4,5411986
M1S1-03-05,5,5411824
M1S1-03-05,3,5393127
H1S1-05-15,1,5998145
H1S1-05-15,2,5998147
H1S1-05-15,3,5998148
M1S1-03-07,3,5410567
M1S1-03-07,3,5414226
H1S1-06-03,1,5998150
H1S1-06-03,2,5998151
M1S1-04-04,3,5416070
HSU1-06-25,2,5161176
M1S1-07-06,3,5587230
HSU1-07-07,4,5628764
M1S1-03-09,1,6106466
M1S1-01-07,1,6106473
M1S1-04-04,3,5413686
M1S1-04-04,3,5412534
M1S1-04-09,5,5416119
M2S1-07-05,3,5534785
H1S1-06-03,2,5998152
M1S1-04-12,3,5415614
M1S1-04-12,4,5415172
HSU1-10-10,4,267650
M1S1-04-12,3,5415184
M1S1-04-12,3,5413875
M1S1-04-12,3,5415190
M1S1-04-12,3,5413245
M1S1-04-13,3,5413195
M1S1-04-13,3,5412603
M1S1-04-13,3,5413413
H1S1-06-03,3,5998153
M1S1-04-14,4,5411892
H1S2-02-01,5,267651
M1S1-04-15,3,5391111
M1S1-04-15,3,5411642
H1S1-06-03,3,5998154
M1S1-04-15,3,5415613
M1S1-04-16,4,5413652
M1S1-04-16,3,5413511
M1S1-04-17,2,5412756
M1S1-04-17,2,5410565
M1S1-04-17,2,5411827
HSU1-02-03,2,267652
M1S1-04-18,4,5414384
M1S1-04-18,4,5411252
M1S1-04-18,4,5410741
M1S1-04-20,3,5413994
M1S1-04-20,3,5411957
H1S1-05-08,2,267653
H1S1-06-04,1,5998155
M1S1-04-21,4,5413706
M1S1-05-01,3,5415958
M1S1-05-01,3,5415695
M1S1-05-01,3,5412695
M1S1-05-02,3,5414716
M1S1-05-14,4,5393144
M1S1-05-06,3,5412079
M1S1-05-06,3,5410202
M1S1-05-06,3,5414745
HSU1-06-18,3,5843147
H1S1-06-04,2,5998157
M1S1-02-09,3,5415963
M1S1-05-09,3,5415863
M1S1-05-10,3,5415751
H1S1-06-04,3,5998159
M1S1-05-12,2,5411998
H1S1-06-05,1,5998161
H1S1-06-05,2,5998162
M1S1-05-13,3,5412590
M1S1-05-17,3,5414366
M1S1-05-17,3,5414122
M1S1-05-18,4,5391117
H1S1-06-05,3,5998163
M1S1-05-19,4,5410394
H1S1-08-05,3,5998164
M1S1-06-02,3,5411401
M1S1-06-04,3,5410668
HSU1-04-18,3,5828636
M1S1-06-04,3,5412918
M1S1-06-04,3,5410204
M1S1-06-05,3,5412614
M1S1-06-05,3,5415867
M1S1-06-05,3,5414329
M1S1-06-05,3,5410146
M1S1-06-05,3,5412916
M1S1-06-05,3,5413049
M1S1-06-05,3,5410866
M1S1-06-05,3,5412349
M1S1-06-06,3,5414893
M1S1-06-06,3,5412441
M1S1-06-07,3,5413138
H1S1-08-05,3,5998166
M1S1-06-09,3,5414871
M1S1-06-12,3,5415869
M1S1-06-14,3,5412515
M1S1-06-14,3,5412711
M1S1-06-14,3,5415574
M1S1-06-15,3,5414892
M1S1-06-16,3,5412061
H1S1-08-05,3,5998168
M1S1-07-01,2,5412807
M1S1-07-06,4,5414204
M1S1-07-12,4,5412598
M1S1-07-12,3,5410704
M1S1-07-15,3,5412112
H1S1-08-05,3,5998169
M1S1-07-17,4,5415670
M1S1-07-17,5,5410261
M1S1-07-17,2,5414296
M1S1-07-19,3,5415533
M1S1-07-19,4,5412544
M1S1-07-19,4,5412423
M1S1-07-21,2,5412014
H1S1-08-05,3,5998171
M1S1-07-21,3,5410625
M1S1-08-01,3,5416093
M1S1-08-03,3,5414590
M1S1-08-03,3,5410154
M1S1-08-05,4,5415930
M1S1-08-05,4,5414608
M1S1-08-05,4,5415655
M1S1-08-05,4,5414302
M1S1-08-05,3,5414051
M1S1-09-01,3,5412331
H1S1-08-05,3,5998172
M1S1-09-02,4,5415398
H1S1-08-05,3,5998173
H1S1-08-05,4,5998174
M1S1-09-03,3,5412769
M1S1-09-03,3,5412064
M1S1-09-04,3,5410770
M1S1-09-04,3,5412501
H1S1-08-05,4,5998176
H1S1-08-06,3,5998177
H1S1-08-06,3,5998178
M1S1-09-10,3,5411582
M1S1-09-10,3,5416155
M1S1-09-10,4,5416096
M1S1-09-10,4,5411314
M1S1-01-02,2,5413885
M1S1-01-02,3,5413279
M1S1-01-05,4,5414354
M1S1-01-05,4,5413584
M1S1-01-06,2,5411948
M1S1-01-06,3,5391143
M1S1-01-06,4,5413716
M1S1-01-07,3,5414375
H1S1-08-06,3,5998179
H1S1-08-06,3,5998180
M1S1-01-08,4,5410306
M1S1-01-08,4,5413076
M1S1-01-09,4,5412004
M1S1-02-01,3,5413675
H1S1-08-06,3,5998182
M1S1-02-02,2,5411757
M1S1-02-03,3,5413308
M1S1-02-05,3,5415951
M1S1-02-05,3,5412006
M1S1-02-06,4,5410557
M1S1-02-06,3,5413485
M1S1-02-07,4,5411985
M1S1-02-07,4,5415844
M1S1-02-07,4,5414356
M1S1-02-08,3,5393123
M1S1-02-11,4,5413537
HSU1-11-08,4,5843830
HSU1-07-02,2,5628741
EXEP-01-01,3,5414749
EXEP-01-01,3,5412632
M1S1-05-11,3,5414918
HSU1-06-09,3,6065261
M2S1-10-11,3,5371086
H1S1-10-12,4,4984726
H1S1-12-07,2,6106483
HCAL-01-17,4,5396021
HSU1-11-13,4,5396022
HCAL-02-16,5,5396024
HSU2-01-06,2,5396026
HSU1-02-03,2,5396027
HCAL-02-04,3,5396028
H1S2-02-14,3,5396029
HSU1-10-09,4,5396030
HSU1-10-03,4,5396031
HSU1-11-08,4,5396032
HSU1-10-11,4,5396036
HSU1-09-05,5,5396037
HSU1-01-05,2,5395910
HCAL-01-04,2,5395911
H1S2-02-02,2,5395912
HSU1-09-04,3,5395913
H1S2-06-07,3,5395914
HCAL-01-02,3,5395915
HSU1-02-03,3,5395916
H1S2-03-16,3,5395918
H1S2-05-16,3,5395919
H1S2-04-22,3,5395921
HSU2-01-02,3,5395922
M1S1-02-11,4,5410278
M1S1-02-11,4,5413570
M1S1-02-14,4,5411780
M1S1-02-14,4,5414852
M1S1-03-01,3,5413972
HSU1-08-03,3,267654
M2S1-07-01,3,5594512
H1S1-08-06,3,5998183
H1S1-08-06,3,5998184
H1S2-04-19,3,267655
M1S1-03-07,3,5393192
M1S1-03-09,5,5410568
EXEP-01-01,4,267656
H1S1-08-06,3,5998185
M1S1-03-10,4,5415689
HSU1-07-16,3,6038661
H1S1-08-07,3,5998188
M1S1-02-13,5,5415331
M1S1-04-02,3,5415804
M1S1-04-02,3,5410379
M1S1-04-05,3,5393081
M1S1-04-05,3,5414626
M1S1-04-05,3,5410561
M1S1-04-06,5,5411866
M1S1-04-08,3,5411807
M1S1-04-08,3,5413401
M1S1-04-08,3,5412556
M1S1-04-10,3,5411762
M1S1-04-10,3,5410330
M1S1-04-11,3,5412312
M1S1-04-13,3,5415272
M1S1-04-13,3,5414539
M2S1-07-17,3,3295507
M1S1-04-19,3,5410381
M1S1-04-19,3,5391109
M1S1-04-20,3,5415629
M1S1-04-20,3,5410346
H1S1-08-07,3,5998191
M1S1-04-11,3,5411151
H1S1-08-07,3,5998192
H1S1-08-07,3,5998193
EXEP-01-01,,5393179
M1S1-05-05,3,5410743
M1S1-05-05,3,5413975
M1S1-05-06,3,5414495
M1S1-05-08,3,5412051
H1S1-08-07,3,5998195
HSU1-11-05,4,5576110
M1S1-05-10,3,5412698
M1S1-06-04,3,5414106
M1S1-05-11,3,5415287
M2S1-02-06,3,6065695
M1S1-05-13,3,5410166
M1S1-05-13,3,5412105
M1S1-06-01,2,5412163
M1S1-06-02,3,5415290
M1S1-05-06,3,5415711
M1S1-06-03,3,5413137
H1S1-03-07,3,5998199
M1S1-06-05,3,5410666
M1S1-06-06,3,5415976
M1S1-06-08,3,5413050
M1S1-06-08,3,5415291
M1S1-05-16,3,5412593
M1S1-06-08,3,5416159
H1S1-05-06,3,5998200
M1S1-06-10,3,5413103
M1S1-06-11,3,5412173
M1S1-06-12,3,5411296
M1S1-06-12,3,5415293
M1S1-06-12,3,5410147
M1S1-06-13,3,5410871
M1S1-06-14,3,5414251
M1S1-06-15,3,5414332
M1S1-06-15,3,5414164
M1S1-06-15,3,5412487
M1S1-06-16,3,5414345
M1S1-06-16,3,5412517
M1S1-07-01,2,5411574
M1S1-07-03,3,5411911
M1S1-07-09,3,5414520
M1S1-07-10,4,5412977
H1S1-05-06,4,5998201
M1S1-07-13,4,5412060
M1S1-07-14,3,5412894
M1S1-07-16,3,5412494
M1S1-07-16,3,5412879
M1S1-07-17,4,5415770
M1S1-07-18,3,5410874
M1S1-07-20,3,5412765
M1S1-08-01,3,5415297
M1S1-08-01,3,5410211
M1S1-08-02,3,5412332
M1S1-08-03,3,5415664
M1S1-08-03,3,5415986
M1S1-08-03,3,5412749
M1S1-08-04,3,5411578
M1S1-08-04,3,5410762
H1S1-05-06,3,5998202
M1S1-09-03,3,5414899
M1S1-09-03,4,5416156
M1S1-09-05,3,5410767
H1S1-05-06,3,5998203
M1S1-09-08,4,5412933
H1S1-05-06,3,5998204
M1S1-09-08,4,5410795
M1S1-09-08,4,5415399
H1S1-05-07,3,5998205
M2S1-02-07,3,5740630
M1S1-09-09,3,5412567
H1S1-05-07,3,5998207
H1S1-05-07,3,5998208
H1S1-05-07,3,5998209
M1S1-09-13,3,5410711
M1S1-09-13,3,5412842
M1S1-09-13,3,5410789
M1S1-09-13,3,5412088
M1S1-01-02,3,5413555
M1S1-01-08,4,5412591
M1S1-01-09,4,5413536
HSU1-06-07,3,5164439
M1S1-02-10,4,5414709
M1S1-02-14,4,5415606
M1S1-02-14,4,5411369
M1S1-03-01,3,5416009
M1S1-03-09,5,5413818
M1S1-04-05,3,5393108
M1S1-04-06,5,5411374
M1S1-04-07,3,5415907
M1S1-04-08,3,5414632
M1S1-04-08,3,5410590
M1S1-04-08,3,5414279
M1S1-04-10,3,5410737
M1S1-04-10,3,5415498
H1S1-05-11,3,5998210
EXEP-01-01,0,5306183
M1S1-04-13,3,5414540
M1S1-04-14,3,5415632
M1S1-04-19,3,5393110
M1S1-05-05,3,5414496
M1S1-05-05,3,5414820
M2S1-09-09,1,5393701
M1S1-05-08,3,5411281
M1S1-05-11,3,5412832
M1S1-05-11,3,5414838
H1S1-05-11,3,5998213
M1S1-05-15,3,5410337
M2S1-07-08,3,5367258
HSU1-10-15,4,5842997
HSTA-06-04,3,5827801
M1S1-01-07,1,6106470
H1S1-01-09,2,5593743
H1S1-08-09,3,5998300
HSU1-02-17,3,5395923
HSU1-01-05,3,5395924
HSU1-10-12,4,5395925
HSU1-10-09,4,5395926
HSU2-02-06,4,5395927
H1S2-05-22,4,5395928
HSU1-11-11,4,5395929
HCAL-01-17,4,5395930
HCAL-02-16,4,5395931
HSU2-02-06,5,5395932
HSU1-08-03,2,5395933
HSU1-02-03,2,5395934
HSU2-01-13,3,5395935
H1S2-04-10,3,5395936
H1S2-02-01,4,5395937
HCAL-01-04,4,5395939
H1S2-02-14,4,5395940
HSU1-10-02,4,5395941
HSU2-01-16,5,5395945
HSU2-01-16,2,5395649
H1S1-04-02,2,5395650
H1S1-02-06,2,5395651
H1S1-08-12,3,5395652
H1S1-02-01,3,5395653
H1S1-03-11,3,5395654
H1S1-08-08,3,5395656
H1S1-03-02,3,5395657
M1S1-05-17,3,5414550
M1S1-06-03,3,5414249
M1S1-06-08,3,5410758
M1S1-06-10,3,5412878
M1S1-06-11,3,5410425
M1S1-06-12,3,5415648
M1S1-06-15,3,5416088
M1S1-07-04,3,5412893
M1S1-07-04,3,5414792
HSU1-01-09,4,267657
H1S2-04-14,4,267658
M1S1-07-13,3,5414584
M1S1-07-14,3,5410615
M1S1-07-20,3,5412403
M1S1-08-01,3,5414342
M1S1-08-01,3,5410409
HSU1-10-08,4,267659
M1S1-08-03,3,5414883
M1S1-09-05,3,5412334
M2S1-02-16,4,3213151
M1S1-09-08,4,5413036
H1S1-06-04,5,267660
H1S1-05-11,3,5998214
M1S1-03-01,3,5411852
M1S1-04-11,3,5414826
M1S1-05-05,3,5411278
M1S1-05-05,3,5410331
M1S1-06-10,3,5411335
EXEP-01-01,2,267251
M1S1-07-09,3,5414335
M1S1-07-13,3,5412680
M1S1-07-20,3,5413029
M1S1-08-01,3,5410883
M1S1-08-02,3,5410797
H1S1-05-12,3,5998215
M1S1-05-05,3,5410230
M1S1-05-05,3,5412996
M1S1-07-06,3,5411402
M1S1-07-09,3,5410186
M1S1-08-02,3,5414300
HSU1-06-18,2,5843139
M2S1-01-02,3,5368413
M2S1-01-02,3,5369809
M2S1-01-02,3,5372912
M2S1-01-02,3,5409941
M2S1-01-02,3,5369514
M2S1-01-03,3,5367082
M2S1-01-03,3,5372881
M2S1-01-04,5,5408808
M2S1-01-04,3,5369723
M2S1-01-04,3,5372909
M2S1-01-04,3,5370769
M2S1-01-04,3,5368928
M2S1-01-04,3,5370897
M2S1-01-04,4,5369527
M2S1-01-04,5,5371402
M2S1-01-05,3,5370372
M2S1-01-05,2,5408555
M2S1-01-05,3,5372369
M2S1-01-05,2,5368922
M2S1-01-05,3,5368149
M2S1-01-06,3,5408735
EXEP-01-01,2,267252
M1S1-02-12,5,5414369
M2S1-01-06,3,5368780
M2S1-01-06,3,5393278
M2S1-01-06,4,5369483
M2S1-01-06,4,5371191
M2S1-01-06,4,5368514
M2S1-01-07,4,5370157
M2S1-01-07,4,5369890
M2S1-01-07,4,5370965
M2S1-07-13,3,5538095
M2S1-01-07,4,5370385
M2S1-01-08,2,5369479
M2S1-01-08,2,5370773
M2S1-01-08,2,5369721
M2S1-01-08,2,5369641
H1S1-05-12,3,5998216
M2S1-01-09,3,5367657
M2S1-01-09,3,5368186
M2S1-01-09,3,5369829
M2S1-01-09,3,5371271
M2S1-01-09,3,5368634
M2S1-01-10,3,5408518
M2S1-01-10,3,5369887
M2S1-01-10,3,5368794
M2S1-01-10,3,5367508
M1S1-09-02,4,5412434
H1S1-06-07,3,5998217
M2S1-01-11,3,5367129
HSU1-04-17,3,5847659
M2S1-01-11,3,5371384
M2S1-01-11,2,5369193
H1S1-06-07,3,5998218
M2S1-01-11,3,5368513
H1S1-06-07,3,5998219
M2S1-01-12,4,5369084
M2S1-01-12,3,5371962
M2S1-01-12,4,5408680
M2S1-01-12,3,5372823
M2S1-01-12,3,5370687
M2S1-01-12,5,5369845
M2S1-01-13,3,5367715
HSU1-11-04,3,5843815
M2S1-01-13,3,5372018
M2S1-01-13,3,5367515
H1S1-06-07,4,5998221
H1S1-06-07,3,5998222
HSU1-07-02,3,5843192
M2S1-01-14,3,5370012
M2S1-01-15,3,5367083
M2S1-01-15,3,5369671
HSU1-07-10,3,6038711
M2S1-01-16,3,5372484
M2S1-01-16,3,5408698
M2S1-01-16,3,5369526
M2S1-01-16,3,5369087
M2S1-01-16,3,5369741
M2S1-01-16,5,5368636
M2S1-01-17,2,5371640
M2S1-01-17,3,5371482
M2S1-01-17,3,5369538
M2S1-01-17,3,5408517
M2S1-01-17,3,5371187
M2S1-01-17,3,5371238
M2S1-01-17,3,5367712
H1S1-06-08,5,5998224
M2S1-02-01,3,5371807
M2S1-02-01,2,5393493
H1S1-06-08,4,5998225
H1S1-06-08,3,5998226
M2S1-02-02,3,5368464
M2S1-02-02,4,5372793
H1S1-06-09,3,5998227
M2S1-02-03,3,5408519
H1S1-06-09,4,5998228
M2S1-02-04,3,5393711
M2S1-02-04,4,5406469
M2S1-02-04,3,5370778
M2S1-02-05,3,5372024
M2S1-02-05,3,5406445
M2S1-02-05,3,5369540
M2S1-02-05,3,5369414
M2S1-02-06,4,5367724
H1S1-06-09,3,5998229
M2S1-02-08,3,5368796
M2S1-02-08,3,5372358
M2S1-02-08,4,5372025
M2S1-02-08,4,5372263
M2S1-02-08,3,5367421
M2S1-02-09,3,5367723
M2S1-02-09,3,5367981
M2S1-02-09,3,5408521
M2S1-02-09,3,5372825
M2S1-02-09,4,5371488
M2S1-02-09,4,5367934
H1S1-06-09,3,5998230
M2S1-02-11,4,5370776
M2S1-02-11,3,5372658
M2S1-02-11,3,5372023
M2S1-02-11,3,5369690
M2S1-02-11,3,5371806
M2S1-02-11,4,5369501
M2S1-09-09,3,5393703
M2S1-02-13,3,5393494
M2S1-02-13,4,5369095
HSU1-05-09,2,5158999
M2S1-02-14,4,5371618
M2S1-02-14,3,5408585
M2S1-02-14,3,5370376
M2S1-02-14,3,5372587
M2S1-02-14,3,5369894
M1S1-08-02,2,5587645
M2S1-02-15,3,5368371
M2S1-02-15,3,5369681
M2S1-02-15,3,5372717
M1S1-05-11,3,5415753
HSU1-03-11,4,5573387
M1S1-04-21,1,6106458
M2S1-02-17,3,5594029
HSU1-06-18,2,5843138
M2S1-02-16,3,5368936
M2S1-03-04,3,3295216
M2S1-02-17,3,5393498
M2S1-02-17,3,5393641
HSU1-07-15,1,6038681
M2S1-03-02,3,5368641
M2S1-03-03,3,5371990
HSU1-05-07,3,5843061
M2S1-03-03,3,5372145
M2S1-03-04,4,5369956
M2S1-03-04,4,5368520
M2S1-03-04,4,5371014
HSU1-04-16,3,5847652
M2S1-03-05,3,5370780
HSU1-11-03,3,5824488
M2S1-03-05,3,5367649
M1S1-02-10,4,5412605
M2S1-03-05,3,5370332
M2S1-03-06,3,5371811
M2S1-03-06,3,5368643
HSU1-09-10,5,6065375
M2S1-03-07,3,5368604
H1S1-06-09,3,5998231
M2S1-03-07,3,5368726
M2S1-03-09,3,5369902
M2S1-03-09,3,5370334
M2S1-03-09,3,5369674
M2S1-03-09,3,5372786
M2S1-03-09,3,5371013
M2S1-03-09,3,5409907
M2S1-03-09,4,5372361
EXEP-01-01,3,5369400
M2S1-03-10,4,5372251
EXEP-01-01,3,5415936
M1S1-05-17,3,5393180
M2S1-03-11,3,5372492
M2S1-03-11,3,5372828
M2S1-03-12,3,5372030
M2S1-03-13,3,5370909
HSU1-05-12,3,5162482
M2S1-03-14,3,5371532
M2S1-04-01,2,5371549
M2S1-04-02,3,5370421
M2S1-04-02,3,5367163
H1S1-06-09,3,5998232
M2S1-10-15,2,5372575
HSU1-07-04,3,5628743
M2S1-04-03,3,5367103
M2S1-04-03,3,5367544
M2S1-04-03,3,5371930
M2S1-04-03,3,5368656
M2S1-04-04,3,5370017
M2S1-04-04,3,5367240
M2S1-04-04,4,5367263
M2S1-04-04,4,5371093
M2S1-04-04,4,5371851
M2S1-04-04,3,5372558
M2S1-04-05,3,5369458
EXEP-01-01,3,5848196
M2S1-04-05,3,5367053
M2S1-04-05,3,5367106
M2S1-04-06,3,5370660
M2S1-04-06,3,5393249
M2S1-04-06,3,5370423
M2S1-04-06,4,5370451
M2S1-04-06,3,5409873
M2S1-04-06,3,5367052
M2S1-04-06,3,5369754
M1S1-09-06,3,3172904
M2S1-04-07,3,5367105
H1S1-06-09,3,5998233
M2S1-04-07,3,5372512
M2S1-04-07,3,5368986
M2S1-04-07,3,5372268
M2S1-04-07,3,5371040
M2S1-04-07,3,5369355
HSTA-05-05,3,5827773
M2S1-04-09,3,5368072
M2S1-04-09,3,5370592
M2S1-04-09,3,5408609
M2S1-04-09,3,5370751
M2S1-04-10,3,5368894
M2S1-04-10,3,5367396
M2S1-04-10,3,5408653
M1S1-09-08,4,5412413
M2S1-04-11,4,5371325
M2S1-04-11,3,5372117
M2S1-04-11,4,5372560
M2S1-04-12,3,5370793
M2S1-04-12,4,5369913
M2S1-04-12,4,5369459
M2S1-04-12,3,5370039
H1S1-01-09,2,5639130
M2S1-04-13,3,5371381
M2S1-04-13,3,5367381
M1S1-07-08,3,5412935
M2S1-04-13,4,5368071
M2S1-04-13,4,5370642
M2S1-04-14,4,5371372
M2S1-04-14,4,5370720
M2S1-04-14,3,5367169
M2S1-04-14,3,5372219
M2S1-05-01,3,5370349
M1S1-06-15,3,5412764
EXEP-01-01,,5383232
M2S1-01-11,3,5409901
M2S1-05-04,3,5371859
M2S1-05-04,3,5406432
H1S1-07-11,3,4985707
M2S1-05-04,3,5368999
M2S1-05-04,3,5372381
M2S1-05-05,4,5369914
M2S1-05-05,4,5370757
M2S1-05-06,3,5370286
M2S1-05-06,3,5370711
HSTA-05-05,4,4134578
H1S1-03-07,3,5998198
H1S1-07-01,3,5395658
H1S1-01-07,3,5395659
EXEP-01-01,3,5395660
M2S1-05-07,3,5368663
M2S1-05-07,3,5368112
H1S1-07-01,3,5395661
H1S1-07-08,3,5998235
H1S1-06-02,3,5395662
M2S1-05-08,3,5369170
M2S1-05-08,3,5368548
H1S1-06-06,4,5395663
H1S1-07-20,5,5998238
H1S1-04-08,4,5395664
H1S1-05-10,4,5395665
H1S1-04-05,4,5395666
M2S1-05-10,4,5372736
M2S1-05-10,4,5370134
M2S1-05-10,4,5371861
M2S1-05-11,3,5372598
M2S1-05-12,3,5371101
EXEP-01-01,4,5395667
M2S1-06-01,5,5370381
M2S1-06-01,3,5370242
M2S1-06-01,3,5372316
M2S1-06-01,3,5368950
M2S1-06-01,3,5393512
